eu
6975
140.07401,53.966999,140.30299
139.657,54.259998,140.45799
139.558,54.222,140.408
139.117,54.212002,140.896
139.332,54.165001,140.608
138.638,54.41,141.34801
138.42999,55.132999,141.494
139.925,54.737999,140.27901
80.154999,21.08,227.97301
80.302002,20.933001,228.052
79.764999,21.403999,228.233
79.427002,21.795,228.312
80.369003,20.877001,228.217
79.085999,20.945,229.07001
79.649002,21.128,228.08099
79.088997,20.764,228.87801
78.942001,20.884001,228.507
139.091,55.612999,140.354
138.87399,55.597,140.758
139.226,55.633999,140.259
138.91701,55.608002,140.265
138.716,55.805,140.43201
139.40401,55.234001,139.93201
254.34,46.144001,34.775002
254.162,46.619999,34.833
296.112,35.661999,320.961
295.46799,36.638,322.99701
295.715,35.401001,321.99701
181.901,20.653999,107.908
177.80901,20.518999,111.213
173.261,20.158001,115.162
178.14101,20.224001,110.386
175.362,20.054001,112.941
177.728,20.412001,110.338
177.731,20.433001,110.479
176.838,20.445,111.442
173.22,20.125999,114.423
174.61301,20.242001,113.138
78.355003,30.724001,149.595
78.144997,30.281,149.786
77.778,30.639999,149.83701
89.043999,43.513,218.94
88.568001,43.737,219.522
88.764,43.962002,219.38901
88.739998,43.973,219.424
334.711,28.773001,305.634
334.81799,28.530001,305.18399
334.884,28.239,304.366
335.384,27.868,303.87601
334.021,28.903999,305.86899
332.97299,28.709,307.064
332.75299,28.524,306.85901
332.17999,28.353001,307.724
332.37601,28.645,307.86401
332.35699,28.738001,308.03201
332.16199,28.868,307.80399
330.97299,29.363001,310.23001
330.60901,30.014999,310.80899
87.278,44.466999,215.28101
311.78101,54.215,329.93399
87.614998,44.724998,215.02901
312.30099,53.511002,329.112
239.754,25.759001,67.056
238.623,25.344,68.199997
236.048,24.070999,70.233002
237.55099,24.624001,68.954002
238.99699,25.267,67.785004
238.134,24.688999,67.945
237.27299,25.511999,68.581001
240.92999,26.646999,65.411003
249.14,35.112,54.589001
249.78,35.563,54.398998
250.472,35.348,53.855999
249.808,34.298,54.284
250.916,35.111,53.367001
250.69299,34.707001,52.806
250.543,34.675999,53.016998
250.614,35.070999,53.014999
250.683,34.797001,52.794998
251.039,34.646,52.098
251.125,34.547001,52.105
251.76401,34.585999,51.573002
250.89101,33.688,52.098
251.08701,33.922001,51.916
251.84801,34.474998,51.734001
251.261,33.747002,51.828999
252,34.299999,51.672001
251.368,33.939999,52.153
250.575,33.472,52.609001
250.825,33.458,52.575001
251.506,34.252998,52.354
252.036,34.424,52.166
251.317,33.952,52.612
139.092,54.287998,140.927
139.597,54.051998,140.526
139.66299,54.076,140.61099
139.10001,54.331001,140.882
138.513,54.68,141.146
138.84399,54.567001,141.33299
138.118,55.563999,141.815
79.436996,21.545,228.44
79.275002,20.729,229.437
79.723,21.046,228.452
78.841003,22.025999,228.716
79.944,21.837999,227.64999
79.550003,21.701,228.23599
80.178001,21.040001,228.29201
78.877998,20.701,228.98599
78.866997,20.514,228.92
